property_type,state,lat,lon,area_m2,price_usd
APARTMENT,Distrito Federal,19.436024,-99.15461,64.0,236842.11
APARTMENT,Distrito Federal,19.416294,-99.16748,117.0,289421.05
House,Morelos,18.859078,-99.176287,82.0,40000.0
House,Querétaro,20.394361,-99.973053,120.0,73684.21
House,Baja California,32.453504,-117.038495,111.0,71911.21
House,Estado de México,19.619862,-99.146996,75.0,37037.11
House,Nuevo León,25.6315927,-100.1953926,90.0,43157.89
APARTMENT,Quintana Roo,21.15958774,-86.82220861,145.0,166315.79
APARTMENT,Guerrero,16.86656582,-99.88082886,108.0,51578.95
APARTMENT,Jalisco,20.685983,-103.447155,64.0,77368.42
House,Yucatán,21.0751632,-89.5167298,252.0,103945.63
APARTMENT,Distrito Federal,19.376822,-99.174675,114.0,233473.68
APARTMENT,Puebla,19.0303511,-98.3143192,102.0,97368.42
House,Distrito Federal,19.433274,-99.210758,304.0,231478.95
APARTMENT,Distrito Federal,19.394358,-99.177444,100.0,229400.0
House,Yucatán,21.039522,-89.563911,146.0,76315.79
House,Puebla,18.984862,-98.222234,289.0,226315.79
House,Yucatán,21.072905,-89.65963,90.0,63157.89
House,Morelos,18.813908,-99.201675,67.0,34210.53
House,Yucatán###,21.0381057,-89.5933722,182.0,105000.0
House,Estado de México,19.28283025,-99.56667352,267.0,157894.74
House,Chihuahua,28.6464221,-106.0860628,233.0,155263.16
APARTMENT,Estado de México###,19.5652097,-99.2646998,87.0,97368.42
House,Estado de México,19.284855,-98.950752,80.0,69473.68
APARTMENT,Veracruz de Ignacio de la Llave,19.137135,-96.112946,110.0,57894.74
House,Jalisco,20.675995,-103.420837,220.0,213157.89
House,Tamaulipas,22.3151894,-97.8573594,318.0,47368.42
House,Quintana Roo,21.095711,-86.869343,147.0,98368.42
House,Baja California,32.509445,-116.985857,104.0,78947.37
House,Jalisco,20.616705,-103.413612,105.0,65789.47
House,Sinaloa,23.215713,-106.418182,315.0,252631.58
House,Yucatán,21.039522,-89.563911,277.0,147368.42
House,Yucatán,21.072905,-89.65963,201.0,75210.53
APARTMENT,Yucatán,21.015982,-89.705116,172.0,176315.79
House,Veracruz de Ignacio de la Llave,20.9638852,-97.4124504,88.0,44736.84
APARTMENT,Distrito Federal,19.4034054,-99.1825418,120.0,209311.05
House,Estado de México,19.536936,-99.22732,270.0,184210.53
APARTMENT,Distrito Federal,19.453142,-99.180214,68.0,52631.58
House,Veracruz de Ignacio de la Llave,19.14966827,-96.12028599,150.0,71052.63
House,Distrito Federal,19.3434214,-99.1294848,280.0,314736.84
House,Hidalgo,20.099826,-98.772656,140.0,51842.11
House,Distrito Federal###,19.473623,-99.124863,147.0,122419.26
House,Puebla,23.634501,-102.552788,173.0,139473.68
House,Querétaro,20.58787576,-100.446496,111.0,69684.21
House,Colima,19.232695,-103.696887,189.0,63157.89
House,Veracruz de Ignacio de la Llave,19.513165,-96.898109,130.0,118421.05
House,Hidalgo,23.634501,-102.552784,140.0,78947.37
House,Sinaloa,24.770091,-107.444782,155.0,76315.79
House,Tamaulipas,26.078394,-98.325452,80.0,44736.84
House,Nuevo León,25.626854,-100.188538,170.0,78947.37
APARTMENT,Quintana Roo,21.04980598,-86.85358784,178.0,205578.95
House,Chiapas,16.740425,-93.12841,170.0,94736.84
APARTMENT,Distrito Federal,19.395097,-99.150424,65.0,53102.79
House,Querétaro,20.7037,-100.462857,220.0,168421.05
House,Chihuahua,28.64073,-106.109581,300.0,197368.42
APARTMENT,Distrito Federal,19.305233,-99.12269,75.0,47631.58
APARTMENT,Estado de México,19.379597,-99.293808,80.0,166863.16
House,Durango,25.553129,-103.510059,187.0,42105.26
APARTMENT,Morelos,18.93409,-99.254997,130.0,94736.84
House,Distrito Federal,19.346687,-99.011513,115.0,89210.53
House,Guerrero,16.838398,-99.897744,113.0,97368.42
House,Sinaloa,24.8427771,-107.3931108,117.0,47368.42
House,Quintana Roo,21.101317,-86.862888,182.0,134210.53
House,Quintana Roo,21.164147,-86.868479,330.0,197982.11
APARTMENT,Nuevo León,25.647146,-100.356804,100.0,200000.0
House,Nuevo León,25.64423457,-100.2966356,228.0,142105.26
House,Sonora,29.0904798,-110.9747137,298.0,184210.53
APARTMENT,Distrito Federal,19.405298,-99.164986,74.0,225263.16
APARTMENT,Distrito Federal,19.377171,-99.188503,75.0,106736.84
House,Morelos,18.892714,-99.1996,90.0,57894.74
House,Estado de México,19.636706,-99.101569,250.0,131578.95
House,Yucatán,21.039522,-89.563911,274.0,152368.42
House,Veracruz de Ignacio de la Llave,18.134026,-94.476112,235.0,165789.47
House,Yucatán,21.07671918,-89.62775633,155.0,67894.74
APARTMENT,Distrito Federal,19.401509,-99.154034,90.0,116403.58
House,Tabasco,18.072582,-93.165413,350.0,66315.79
House,Yucatán,21.072905,-89.65963,190.0,97368.42
House,San Luis Potosí,22.148722,-101.00119,190.0,115789.47
House,Baja California,32.494743,-117.016784,92.0,51578.95
House,San Luis Potosí,22.18978923,-100.9525537,138.0,50000.0
House,Puebla,18.96295456,-98.27967882,222.0,151578.95
House,Morelos,18.8859084,-99.19064,110.0,86842.11
House,Chihuahua,28.643902,-106.130157,355.0,260526.32
APARTMENT,Distrito Federal,19.347683,-99.165877,135.0,236842.11
APARTMENT,Distrito Federal,19.375374,-99.137657,110.0,77894.74
House,Distrito Federal,19.52395,-99.152881,95.0,147631.58
House,Guerrero,16.757619,-99.767532,140.0,144736.84
House,Yucatán,21.075163,-89.516731,197.0,91052.63
House,Puebla,19.02038,-98.207626,380.0,205263.16
House,Aguascalientes,21.9243493,-102.2833909,140.0,35789.47
House,Quintana Roo,21.1351429,-86.837489,80.0,44736.84
APARTMENT,Distrito Federal,19.39365,-99.14769,75.0,157489.47
House,Nuevo León,25.733049,-100.22847,200.0,69473.68
House,Baja California Sur,24.141701,-110.347267,275.0,184210.53
House,Estado de México,19.672207,-99.015656,122.0,139473.68
House,Yucatán,21.00227,-89.5650908,131.0,69578.95
House,Quintana Roo,20.680066,-87.038345,208.0,176842.11
APARTMENT,Guerrero,16.86483064,-99.87526059,61.0,44736.84
House,Jalisco,20.760167,-103.379168,83.0,44736.84
House,Tlaxcala,19.341597,-98.215828,180.0,168421.05
House,Veracruz de Ignacio de la Llave,25.596904,-103.4203,118.0,44736.84
House,Estado de México,19.650003,-99.220367,245.0,100000.0
House,Tamaulipas,22.2331041,-97.861099,130.0,92105.26
House,Nuevo León,25.723276,-100.401518,278.0,240526.32
House,Puebla,19.044477,-98.328011,260.0,236842.11
House,Estado de México,19.562922,-99.254974,120.0,45789.47
APARTMENT,Nuevo León,25.580088,-100.239685,130.0,104210.53
House,Morelos,23.634501,-102.552788,290.0,221052.63
House,Estado de México,19.404718,-99.263313,139.0,252631.58
House,Querétaro,20.675023,-100.457086,304.0,273684.21
House,Estado de México,19.532259,-99.23214,220.0,204000.0
House,Tamaulipas,22.313122,-97.858559,9650.0,50000.0
House,Tamaulipas,22.29275303,-97.89062485,88.0,60526.32
House,Morelos,18.864874,-98.925911,130.0,86842.11
House,Querétaro,20.726007,-100.442642,290.0,199473.68
House,Nayarit,20.7204378,-105.2706825,152.0,65789.47
House,Veracruz de Ignacio de la Llave,19.1368849,-96.1093008,130.0,57894.74
APARTMENT,Estado de México,19.291351,-99.668945,85.0,48000.0
APARTMENT,Quintana Roo,21.152496,-86.869834,99.0,147368.42
House,Puebla,19.027103,-98.270025,166.0,83157.89
House,Morelos,18.813505,-98.953514,140.0,63157.89
House,Yucatán,21.039522,-89.563911,253.0,120263.16
House,Morelos,18.804409,-98.959038,230.0,65789.47
House,Nuevo León,25.584658,-100.257912,350.0,262631.58
House,Jalisco,20.763189,-103.389053,95.0,81578.95
House,Distrito Federal,19.383512,-99.084804,115.0,94210.53
House,Aguascalientes,21.93248,-102.297005,305.0,192105.26
House,San Luis Potosí,22.133745,-101.016029,126.0,113105.26
APARTMENT,Puebla,19.054064,-98.245911,87.0,46973.68
House,Puebla,19.0303511,-98.3143192,122.0,113684.21
House,Estado de México,19.550089,-99.214828,87.0,51000.0
House,Morelos,18.8879389,-99.0247871,76.0,68421.05
House,Yucatán,21.030668,-89.599258,144.0,86789.47
House,Distrito Federal,19.353592,-99.177275,360.0,230842.11
House,Yucatán,21.01144518,-89.57977295,222.0,113157.89
House,Estado de México,19.415097,-98.918523,85.0,49473.68
House,Distrito Federal,19.471368,-99.08649,280.0,141052.63
House,Baja California,32.469454,-117.003688,93.0,89421.05
House,Yucatán,21.039522,-89.563911,181.0,97894.74
House,Quintana Roo,20.6295586,-87.0738851,143.0,127894.74
House,Veracruz de Ignacio de la Llave,19.17078,-96.12487,380.0,236842.11
House,Chiapas,16.756552,-93.181732,326.0,192217.47
House,Querétaro,20.5745579,-100.4129676,160.0,194736.84
House,Jalisco,20.62192,-103.259237,250.0,110526.32
APARTMENT,Yucatán,21.06334852,-89.61303592,60.0,46789.47
House,Nuevo León,25.749624,-100.304192,172.0,121052.63
House,Distrito Federal,19.358008,-99.127094,95.0,101157.89
House,Chiapas###,19.701565,-101.270798,250.0,63157.89
House,Veracruz de Ignacio de la Llave,18.1479784,-94.4626507,157.0,121052.63
House,Morelos,18.919898,-98.978835,190.0,97368.42
House,Veracruz de Ignacio de la Llave,19.074387,-96.086259,245.0,151315.79
House,Guerrero,16.758724,-99.767563,142.0,100000.0
House,Estado de México,19.650003,-99.220367,132.0,137105.26
House,Estado de México,19.72876,-99.461708,90.0,70263.16
House,Jalisco,23.634501,-102.552788,127.0,84210.53
House,Yucatán,20.999449,-89.6334,300.0,228947.37
House,Puebla,19.105051,-98.243682,170.0,97368.42
APARTMENT,Yucatán,21.0381057,-89.5933722,186.0,148739.68
House,Veracruz de Ignacio de la Llave,19.136782,-96.123543,210.0,89473.68
House,Baja California,32.63496,-115.391907,110.0,102631.58
House,Yucatán,21.039522,-89.563911,223.0,125926.68
House,Veracruz de Ignacio de la Llave,25.535009,-103.302429,350.0,42105.26
House,Veracruz de Ignacio de la Llave,25.659972,-103.366303,170.0,49473.68
House,Morelos,18.867191,-99.180214,184.0,86842.11
House,Querétaro,20.6962084,-100.4506587,120.0,76315.79
House,Distrito Federal,19.285162,-99.194185,150.0,110000.0
House,Estado de México,19.497893,-99.244125,250.0,234210.53
APARTMENT,Guerrero,23.634501,-102.552788,170.0,157894.74
House,Sonora,23.634501,-102.552788,383.0,184210.53
House,Querétaro,20.389062,-99.957622,95.0,48947.37
APARTMENT,Guerrero,16.828667,-99.858981,137.0,97368.42
House,Morelos,18.864874,-98.925911,121.0,65789.47
House,Distrito Federal,19.342911,-99.224472,120.0,171949.05
House,Sonora,29.063726,-110.976746,102.0,57894.74
House,Nuevo León,25.801826,-100.196945,190.0,104736.84
House,Querétaro,20.5951924,-100.3479663,180.0,120000.0
House,Puebla,19.059084,-98.286095,165.0,94736.84
House,Estado de México,23.634501,-102.552788,150.0,35368.42
House,Yucatán,21.0278699,-89.5880314,240.0,184210.53
House,Morelos,18.91473109,-98.94081116,140.0,118421.05
House,Yucatán,20.968147,-89.629875,70.0,78947.37
House,Nuevo León,25.674595,-100.463539,234.0,113157.89
House,Yucatán,21.039522,-89.563911,220.0,118421.05
House,Morelos,18.850763,-98.943855,160.0,84210.53
House,Querétaro,20.726007,-100.442642,250.0,194736.84
House,Tamaulipas,22.270658,-97.849037,380.0,263157.89
House,Jalisco,20.748312,-103.429504,96.0,77631.58
House,Querétaro,20.614635,-100.416756,139.0,92105.26
House,Yucatán,21.039522,-89.563911,220.0,94210.53
House,Nuevo León,25.723516,-100.393311,290.0,181263.16
House,Veracruz de Ignacio de la Llave,19.563767,-96.938694,300.0,228947.37
House,Yucatán,20.968791,-89.5857147,228.0,66526.32
APARTMENT,Estado de México,19.3735635,-99.2965778,126.0,142105.26
House,Tamaulipas,22.2453265,-97.8431699,131.0,73684.21
APARTMENT,Distrito Federal,19.303392,-99.243225,80.0,52428.26
House,Jalisco,20.749051,-103.66731,300.0,147368.42
House,Veracruz de Ignacio de la Llave,26.847851,-101.424133,160.0,67026.32
House,Baja California,23.634501,-102.552788,115.0,42631.58
APARTMENT,Puebla,19.02038,-98.207626,219.0,101315.79
House,Hidalgo,20.0519991,-98.755252,110.0,44736.84
House,Distrito Federal,19.399652,-99.16127,235.0,205263.16
House,Durango,24.043295,-104.636917,350.0,236842.11
House,Querétaro,20.574251,-100.388476,195.0,63157.89
APARTMENT,Distrito Federal,19.482603,-99.194748,60.0,78947.37
House,Morelos,18.953268,-99.224525,201.0,78947.37
APARTMENT,Morelos,18.891611,-99.221756,93.0,49473.68
APARTMENT,San Luis Potosí,22.1441622,-101.0358237,160.0,89421.05
House,Estado de México,19.2693686,-99.6021262,250.0,294736.84
House,Yucatán,21.0749983,-89.5195181,242.0,101884.21
House,Puebla,18.462721,-97.414111,250.0,144736.84
House,Estado de México,19.595285,-99.050201,120.0,36842.11
House,Sinaloa,24.79119169,-107.3835468,300.0,144736.84
House,Distrito Federal###,19.500286,-99.122093,180.0,118421.05
House,Yucatán,21.072905,-89.65963,253.0,110526.32
House,Tlaxcala,19.4171734,-98.1434147,140.0,44736.84
House,Yucatán,21.008295,-89.591019,250.0,158210.53
House,Morelos,18.864482,-98.928802,121.0,65789.47
House,Chiapas,16.757278,-93.134056,255.0,165043.74
House,Nayarit,20.697244,-105.274384,160.0,155263.16
House,Puebla,19.02038,-98.207626,330.0,184210.53
House,Quintana Roo,21.1773896,-86.8179603,290.0,118421.05
House,Guerrero,16.855229,-99.918871,150.0,57894.74
House,Distrito Federal,19.313719,-99.231792,300.0,103684.21
House,Durango,25.58972991,-103.4631872,118.0,50000.0
House,Quintana Roo,21.161908,-86.8515279,204.0,157368.42
APARTMENT,Distrito Federal,19.39912,-99.141464,74.0,175368.42
House,Yucatán,21.05632272,-89.66288656,220.0,105263.16
House,Estado de México,19.5139313,-99.2281847,160.0,106368.42
House,Sinaloa,23.270559,-106.389061,158.0,71052.63
House,Baja California Sur,23.634501,-102.552788,80.0,50000.0
APARTMENT,Guerrero,16.85952231,-99.86284733,142.0,110526.32
House,Morelos,18.884224,-98.982506,150.0,46315.79
House,Veracruz de Ignacio de la Llave,25.55617,-103.481529,307.0,110526.32
House,Veracruz de Ignacio de la Llave,25.573046,-103.443045,200.0,35789.47
House,Tamaulipas,22.254078,-97.824554,140.0,60526.32
House,Chiapas,16.766455,-93.111488,240.0,67368.42
House,Querétaro,20.545198,-100.407191,140.0,55263.16
House,San Luis Potosí,22.18774276,-100.9580845,200.0,67631.58
APARTMENT,San Luis Potosí,22.133104,-100.982117,130.0,72631.58
House,Tamaulipas,26.079573,-98.282845,268.0,115789.47
APARTMENT,Veracruz de Ignacio de la Llave,19.127317,-96.106186,160.0,152631.58
APARTMENT,Distrito Federal###,19.340305,-99.214455,60.0,121052.63
House,Estado de México,19.517476,-99.272892,170.0,97894.74
House,Estado de México,19.69323,-99.22522,70.0,53097.89
House,Distrito Federal,19.325944,-99.098311,250.0,107894.74
House,Jalisco,20.621093,-103.319042,380.0,194736.84
House,Puebla,18.978682,-98.250015,128.0,68421.05
House,Querétaro,20.619887,-100.392302,350.0,194736.84
House,Morelos,18.892714,-99.1996,285.0,197368.42
House,Tamaulipas,22.329824,-97.880325,200.0,184210.53
APARTMENT,Distrito Federal,19.322523,-99.141464,78.0,150000.0
House,Veracruz de Ignacio de la Llave,20.95062266,-97.42163144,64.0,44736.84
House,Yucatán,20.9725515,-89.6004394,229.0,51578.95
House,Distrito Federal,19.317675,-99.09318,229.0,184210.53
House,Morelos,18.879347,-99.179871,95.0,71052.63
APARTMENT,Distrito Federal,19.401507,-99.14682,90.0,91052.63
APARTMENT,Distrito Federal,19.474285,-99.084981,74.0,36000.0
House,Morelos,18.928623,-99.247382,220.0,89473.68
House,Querétaro###,20.520556,-99.895833,350.0,205263.16
House,Nuevo León,25.662563,-100.18013,350.0,157894.74
House,Sinaloa,23.246303,-106.398103,200.0,52631.58
House,Morelos,18.969294,-99.249802,198.0,136842.11
APARTMENT,Guerrero,16.75063911,-99.76263069,70.0,43684.21
House,Distrito Federal,19.335116,-99.223332,90.0,171578.95
House,Estado de México,19.682219,-99.118782,188.0,163157.89
House,Querétaro,20.5980665,-100.4308988,115.0,71052.63
House,Nuevo León,25.672399,-100.257777,123.0,64210.53
APARTMENT,Distrito Federal,19.399815,-99.150806,90.0,120000.0
House,Yucatán,20.9550515,-89.6793392,120.0,41052.63
APARTMENT,Jalisco,20.69064,-103.393175,166.0,274592.89
House,Querétaro,20.726007,-100.442642,295.0,273684.21
APARTMENT,Baja California,32.451368,-116.973935,70.0,36092.11
House,Aguascalientes,21.901482,-102.34405,350.0,202631.58
House,Jalisco,20.302476,-103.23781,340.0,313105.26
House,Distrito Federal,19.3176966,-99.0612554,100.0,109210.53
House,Quintana Roo,21.129547,-86.817017,180.0,97368.42
House,Puebla,19.046724,-98.254127,136.0,120252.63
APARTMENT,Distrito Federal,19.352431,-99.288369,80.0,152631.58
House,Querétaro,20.6536084,-100.3469826,130.0,88947.37
House,Nuevo León,25.7542524,-100.4034274,137.0,71052.63
House,Morelos,18.891621,-99.071698,68.0,41578.95
House,Distrito Federal,19.317653,-99.236291,350.0,176315.79
House,Tamaulipas,22.246319,-97.86264,163.0,113157.89
APARTMENT,Distrito Federal,23.634501,-102.552788,100.0,78947.37
House,Querétaro,20.593055,-100.333424,175.0,94736.84
House,Jalisco,20.594706,-103.396278,90.0,51578.95
House,Veracruz de Ignacio de la Llave,23.634501,-102.552788,148.0,81578.95
House,Puebla,18.989918,-98.2295,220.0,89473.68
House,Hidalgo,20.1213329,-98.7818531,66.0,34210.53
House,Nayarit###,20.733392,-105.288009,172.0,118421.05
APARTMENT,Distrito Federal,19.400249,-99.177444,150.0,273684.21
House,Yucatán,21.023252,-89.614571,300.0,163157.89
House,Hidalgo,20.124367,-98.735725,176.0,82473.68
House,Veracruz de Ignacio de la Llave,25.510947,-103.357724,146.0,47368.42
APARTMENT,Distrito Federal,19.480501,-99.178139,70.0,45789.47
House,Yucatán,21.030668,-89.599258,305.0,189473.68
House,Aguascalientes,21.9633957,-102.343524,146.0,41578.95
House,Baja California,32.469498,-116.96022,111.0,34210.53
House,Tamaulipas,22.329824,-97.880325,138.0,83157.89
APARTMENT,Yucatán,21.039522,-89.563911,145.0,126296.53
APARTMENT,Guerrero,16.870413,-99.873192,150.0,192105.26
House,Estado de México,19.765149,-98.646915,380.0,104736.84
APARTMENT,Distrito Federal,19.372248,-99.133377,65.0,56571.16
House,Distrito Federal,19.280767,-99.033615,349.0,95343.42
House,Yucatán,21.039522,-89.563911,350.0,160526.32
House,Puebla,19.009069,-98.196693,148.0,89473.68
House,Baja California,32.494823,-117.016725,92.0,51578.95
APARTMENT,Distrito Federal,19.314545,-99.140672,122.0,244736.84
House,San Luis Potosí,22.1447396,-101.0273412,166.0,100000.0
House,Jalisco,20.64338,-103.431613,120.0,71052.63
House,Baja California,30.733356,-115.984407,200.0,89473.68
House,Estado de México,19.553615,-99.248715,260.0,147368.42
APARTMENT,Distrito Federal,19.405298,-99.164986,80.0,225263.16
House,Querétaro,20.5969621,-100.3337597,193.0,118421.05
House,Distrito Federal,19.34016,-99.194081,90.0,79953.95
House,Yucatán,21.075163,-89.516731,185.0,75263.16
House,Tamaulipas,22.257896,-97.86808,200.0,142105.26
APARTMENT,Guerrero,16.8531086,-99.8236533,138.0,68421.05
House,Puebla,19.027384,-98.265213,160.0,121052.63
House,Sinaloa,23.20485,-106.424401,200.0,118421.05
House,Yucatán,21.0399331,-89.5965747,235.0,128218.68
House,Guerrero,16.8808724,-99.9359641,104.0,44736.84
House,Baja California Sur,24.125583,-110.330846,128.0,94210.53
APARTMENT,Distrito Federal,19.41498,-99.177444,164.0,289473.68
House,Morelos,18.954132,-99.266083,85.0,55263.16
House,Estado de México,19.494789,-99.270887,151.0,105789.47
APARTMENT,Distrito Federal,19.377171,-99.188503,72.0,106736.84
House,Jalisco,20.660534,-103.318809,345.0,68421.05
House,Veracruz de Ignacio de la Llave,20.95618,-97.408578,5600.0,105263.16
APARTMENT,Distrito Federal,19.443178,-99.20237,115.0,238684.21
House,Tabasco,17.962037,-92.973569,139.0,65789.47
APARTMENT,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300.0,194736.84
House,Estado de México,19.627731,-99.30194,146.0,45789.47
House,Baja California Sur,24.03902146,-110.3097618,250.0,155263.16
House,Quintana Roo,21.112447,-86.85264,180.0,131578.95
APARTMENT,Distrito Federal,19.451872,-99.173522,70.0,66842.11
House,Morelos,18.913485,-99.240456,80.0,68421.05
APARTMENT,Distrito Federal,19.385989,-99.186285,107.0,79342.11
House,Chihuahua,28.6329957,-106.0691004,290.0,195526.32
APARTMENT,Distrito Federal,19.401507,-99.14682,65.0,91052.63
House,Morelos,18.795519,-99.231445,165.0,93684.21
House,Querétaro,20.403807,-99.990905,110.0,62105.26
House,Estado de México,19.5562275,-99.2674713,64.0,52631.53
House,San Luis Potosí,22.1593377,-101.0443504,187.0,100000.0
House,Distrito Federal,19.475765,-99.145,270.0,131578.95
House,Querétaro,20.6490506,-100.4393293,380.0,300000.0
House,Puebla,19.060701,-98.329774,255.0,139473.68
House,Veracruz de Ignacio de la Llave###,25.365447,-100.9942,167.0,76000.0
APARTMENT,Guerrero,23.634501,-102.552788,180.0,105263.16
House,Baja California,32.589504,-115.363762,86.0,41578.95
APARTMENT,Distrito Federal,19.383952,-99.160229,110.0,176327.37
House,Puebla,18.97302,-98.206238,210.0,150000.0
APARTMENT,Baja California Sur,24.16478214,-110.3053683,71.0,42105.26
APARTMENT,Yucatán,21.072905,-89.65963,210.0,104013.16
House,Nuevo León,25.758963,-100.316811,175.0,65789.47
House,Distrito Federal,19.3870644,-99.0362059,300.0,134210.53
House,Estado de México,19.5329337,-99.164866,290.0,244736.84
House,Tlaxcala,19.29712,-98.255075,160.0,68421.05
House,Morelos,23.634501,-102.552788,110.0,68421.05
House,Querétaro,20.70706703,-100.4718161,309.0,194736.84
House,Nuevo León,25.7394971,-100.2754971,164.0,65789.47
House,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220.0,150000.0
House,Guanajuato,21.1264477,-101.611078,250.0,120526.32
House,Morelos,18.917542,-98.963181,140.0,76315.79
House,Distrito Federal,19.472128,-99.146697,190.0,102263.16
House,Puebla,18.9187144,-98.4266391,90.0,46842.11
APARTMENT,Distrito Federal,19.52589,-99.151703,71.0,48550.59
APARTMENT,Veracruz de Ignacio de la Llave,19.511938,-96.871956,84.0,68508.67
House,Quintana Roo,21.129547,-86.817017,179.0,121207.64
House,Guanajuato,21.003574,-101.285683,205.0,226869.1
House,Chiapas,19.667873,-101.233465,130.0,76395.4
APARTMENT,Distrito Federal,19.443178,-99.144234,67.0,50052.15
APARTMENT,Distrito Federal,19.396593,-99.133163,80.0,51076.22
House,Nuevo León,25.625994,-100.283852,367.0,216014.58
APARTMENT,Distrito Federal,19.524143,-99.160149,60.0,34246.21
APARTMENT,Distrito Federal,19.386959,-99.219492,120.0,100104.31
House,Veracruz de Ignacio de la Llave,20.949741,-97.396337,320.0,158059.45
House,Morelos,18.920345,-99.235603,122.0,103500.79
APARTMENT,Guerrero,16.863794,-99.881614,191.0,237145.4
House,Veracruz de Ignacio de la Llave,19.136782,-96.123543,220.0,104319.23
APARTMENT,Distrito Federal,19.403334,-99.145021,153.0,65633.66
House,Yucatán,21.0411724,-89.5550539,205.0,90115.25
House,Baja California,32.425724,-117.034189,115.0,62585.3
House,Estado de México,19.484794,-98.874065,260.0,91674.48
APARTMENT,Distrito Federal,19.378533,-99.187561,107.0,79443.7
House,Nuevo León,25.740887,-100.385582,192.0,115910.26
House,Chiapas,16.769737,-93.088928,106.0,52686.48
House,Jalisco,20.650429,-103.374611,190.0,150192.08
APARTMENT,Distrito Federal,19.387613,-99.202726,103.0,50942.31
House,Morelos,18.890867,-99.177444,171.0,105397.95
APARTMENT,Distrito Federal,19.413079,-99.174228,140.0,273969.71
House,Distrito Federal,19.410826,-99.143757,160.0,157532.58
House,Morelos,18.900852,-99.213448,200.0,173865.39
APARTMENT,Distrito Federal,19.428767,-99.1459,75.0,56689.55
APARTMENT,Estado de México,19.531834,-99.240456,117.0,144922.18
House,Morelos,18.818652,-98.936752,293.0,110667.85
House,Veracruz de Ignacio de la Llave,23.634501,-102.552788,233.0,99577.45
House,Quintana Roo,21.137991,-86.870964,280.0,92201.34
House,San Luis Potosí,22.169217188,-101.0471907892,190.0,99050.58
House,Estado de México,19.101794,-98.87164,300.0,52686.48
House,Veracruz de Ignacio de la Llave,19.517859,-96.891403,180.0,123842.59
House,Distrito Federal,19.2790911,-99.2114234,117.0,142253.5
APARTMENT,Oaxaca,15.752900306,-96.1357247829,83.0,68245.17
APARTMENT,Distrito Federal,19.302422,-99.230829,104.0,103370.88
House,Distrito Federal,19.343664,-99.212308,350.0,242357.82
APARTMENT,Guerrero,16.868438,-99.89028,100.0,79029.72
House,Morelos,18.93409,-99.254997,198.0,123813.23
House,Puebla,19.043223,-98.268716,168.0,92201.34
APARTMENT,Puebla,19.0527224248,-98.2346042991,75.0,81683.41
APARTMENT,Distrito Federal,19.395097,-99.150424,80.0,53158.13
House,Puebla,18.9915056,-98.2181614,152.0,105397.95
APARTMENT,San Luis Potosí,22.125832,-101.035118,144.0,100128.05
House,Guanajuato,20.703063,-101.339442,90.0,55320.8
House,Chiapas,19.670241,-101.190542,190.0,165962.42
House,Yucatán,20.9591553064,-89.627494812,6750.0,89587.99
House,Jalisco,20.635013,-103.42725,200.0,120652.04
APARTMENT,Estado de México,19.508253,-99.254997,113.0,153686.47
House,Puebla,18.9802279987,-98.2865452766,272.0,210795.91
House,Yucatán,21.0181429,-89.6396127,180.0,72724.58
House,Chihuahua,28.6275048,-106.0401387,212.0,44256.64
House,Distrito Federal,19.410632,-99.13847,140.0,162801.23
House,Chihuahua,28.6103324259,-106.1123085022,200.0,134382.39
House,Baja California Sur,23.634501,-102.552788,100.0,44730.82
APARTMENT,Tabasco,17.928942,-92.912029,67.0,35826.8
House,Jalisco,20.572651,-103.474675,270.0,250260.79
House,Nuevo León,25.7815621,-100.1875974,108.0,35036.51
House,Querétaro,20.543838,-100.412211,145.0,115910.26
House,Veracruz de Ignacio de la Llave,19.1564195,-96.111619,190.0,124633.08
House,Distrito Federal,19.275725,-99.129684,80.0,132559.19
House,Querétaro,20.570164,-100.363823,135.0,78521.47
House,Morelos,18.926468,-99.214211,340.0,289775.66
APARTMENT,Distrito Federal,19.368553,-99.178235,174.0,89430.16
House,Querétaro,20.5828187131,-100.417855382,93.0,59022.85
House,Chiapas,16.770111,-93.08167,144.0,71126.75
House,Morelos,18.9015371,-98.9336558,200.0,123842.59
House,Querétaro,20.5198184,-100.3933074,123.0,85178.23
House,Morelos,18.890867,-99.177444,150.0,86932.69
House,Estado de México,19.682383,-98.984458,74.0,33350.54
House,Querétaro,20.582091,-100.391196,300.0,237089.17
APARTMENT,Puebla,19.0733273,-98.2658243,164.0,184446.42
House,Quintana Roo,21.161908,-86.8515279,220.0,136984.85
House,Morelos,18.795519,-99.231445,71.0,36353.67
House,Veracruz de Ignacio de la Llave###,25.484016,-100.966568,290.0,115910.26
House,Querétaro,20.536322,-100.436844,280.0,205477.28
House,Distrito Federal,19.343424,-99.135933,182.0,68492.42
House,Colima,19.274727,-103.74485,329.0,104343.97
House,Querétaro,20.5412697,-100.3997814,110.0,59022.85
House,Nuevo León,25.7296370244,-100.2941036224,310.0,237145.4
APARTMENT,Distrito Federal,19.368475,-99.17952,81.0,149629.61
House,Distrito Federal,19.285891,-99.108269,210.0,85949.19
House,Querétaro,20.5426931,-100.4512523,260.0,122525.12
House,Veracruz de Ignacio de la Llave,19.0652948,-96.069905,239.0,138334.81
